,animacy,order,length,item,verb,particle,WorkerId,acceptability
2694,inanim,unshifted,short,14_low_inanim,buy,up,131,5
2695,inanim,unshifted,short,20_high_inanim,divvy,up,132,5
2696,anim,unshifted,short,6_high_anim,bring,back,133,4
2697,anim,shifted,short,15_high_anim,bail,out,65,5
2698,inanim,unshifted,long,11_low_inanim,deal,out,134,4
2699,inanim,unshifted,long,5_high_inanim,squirrel,away,66,3
2700,inanim,shifted,long,14_low_inanim,buy,up,67,5
2701,anim,shifted,short,7_low_anim,see,off,135,4
2702,anim,shifted,short,4_low_anim,drive,back,69,4
2703,inanim,unshifted,short,4_low_inanim,force,back,70,2
2704,inanim,unshifted,short,16_high_inanim,flesh,out,72,5
2705,anim,unshifted,short,13_high_anim,rip,off,73,5
2706,anim,unshifted,short,4_low_anim,drive,back,76,5
2707,anim,unshifted,long,13_low_anim,talk,up,77,2
2708,anim,shifted,short,14_high_anim,egg,on,78,5
2709,inanim,shifted,long,9_high_inanim,wolf,down,79,4
2710,inanim,unshifted,short,15_high_inanim,pass,on,138,5
2711,inanim,unshifted,long,5_high_inanim,squirrel,away,83,3
2712,anim,shifted,long,13_high_anim,rip,off,85,5
2713,inanim,shifted,long,10_low_inanim,have,on,140,5
2714,inanim,unshifted,long,3_low_inanim,wish,away,91,5
2715,inanim,shifted,long,10_low_inanim,have,on,92,5
2716,inanim,unshifted,short,16_high_inanim,flesh,out,141,5
2717,anim,shifted,long,5_low_anim,laugh,down,142,3
2718,inanim,unshifted,long,5_high_inanim,squirrel,away,143,4
2719,inanim,unshifted,long,13_high_inanim,factor,in,144,2
2720,anim,unshifted,short,3_low_anim,send,away,149,5
2721,inanim,shifted,long,14_high_inanim,stave,off,153,2
2722,inanim,shifted,short,9_low_inanim,read,off,99,5
2723,anim,shifted,long,5_high_anim,scare,away,100,4
2724,inanim,unshifted,long,3_low_inanim,wish,away,103,2
2725,anim,unshifted,short,10_high_anim,rein,in,104,5
2726,inanim,unshifted,long,13_high_inanim,factor,in,107,2
2727,inanim,shifted,long,16_high_inanim,flesh,out,2,5
2728,inanim,unshifted,long,13_high_inanim,factor,in,3,4
2729,inanim,unshifted,long,11_low_inanim,deal,out,4,3
2730,inanim,unshifted,short,5_high_inanim,squirrel,away,6,5
2731,anim,unshifted,long,9_low_anim,lead,on,7,2
2732,inanim,shifted,long,14_high_inanim,stave,off,8,2
2733,anim,shifted,short,3_low_anim,send,away,10,5
2734,anim,unshifted,short,18_high_anim,pep,up,110,3
2735,inanim,shifted,short,11_low_inanim,deal,out,11,5
2736,inanim,shifted,long,16_high_inanim,flesh,out,111,3
2737,anim,shifted,long,3_low_anim,send,away,14,2
2738,inanim,unshifted,long,16_high_inanim,flesh,out,112,3
2739,anim,unshifted,long,10_low_anim,show,out,150,1
2740,anim,shifted,long,4_low_anim,drive,back,15,2
2741,inanim,unshifted,long,7_high_inanim,scale,back,16,2
2742,anim,shifted,short,13_low_anim,talk,up,17,5
2743,anim,unshifted,short,6_high_anim,bring,back,18,3
2744,inanim,unshifted,long,15_high_inanim,pass,on,114,5
2745,inanim,unshifted,short,14_low_inanim,buy,up,151,5
2746,anim,unshifted,short,5_high_anim,scare,away,156,5
2747,anim,shifted,short,8_high_anim,bog,down,19,4
2748,inanim,unshifted,long,3_low_inanim,wish,away,20,2
2749,inanim,shifted,short,13_high_inanim,factor,in,22,4
2750,inanim,unshifted,long,14_low_inanim,buy,up,152,1
2751,inanim,unshifted,short,20_high_inanim,divvy,up,116,5
2752,inanim,shifted,short,7_high_inanim,scale,back,117,4
2753,inanim,shifted,long,15_high_inanim,pass,on,29,5
2754,inanim,shifted,long,7_low_inanim,move,in,31,3
2755,inanim,unshifted,long,14_low_inanim,buy,up,32,4
2756,anim,shifted,long,13_low_anim,talk,up,154,5
2757,inanim,unshifted,long,7_low_inanim,move,in,119,3
2758,inanim,unshifted,short,14_high_inanim,stave,off,34,5
2759,inanim,unshifted,long,7_high_inanim,scale,back,37,3
2760,inanim,shifted,long,5_low_inanim,argue,down,120,4
2761,anim,unshifted,short,7_low_anim,see,off,39,5
2762,anim,unshifted,long,13_high_anim,rip,off,40,1
2763,anim,shifted,short,6_low_anim,do,in,125,2
2764,anim,shifted,short,13_low_anim,talk,up,126,5
2765,anim,unshifted,short,6_low_anim,do,in,127,2
2766,inanim,shifted,short,3_low_inanim,wish,away,128,5
2767,inanim,shifted,short,5_low_inanim,argue,down,51,4
2768,inanim,shifted,short,13_high_inanim,factor,in,155,4
2769,inanim,unshifted,long,9_low_inanim,read,off,52,4
2770,inanim,shifted,long,20_high_inanim,divvy,up,55,1
2771,anim,shifted,long,8_high_anim,bog,down,131,4
2772,inanim,shifted,short,7_low_inanim,move,in,132,2
2773,inanim,shifted,long,11_low_inanim,deal,out,62,3
2774,inanim,shifted,long,9_high_inanim,wolf,down,133,5
2775,inanim,shifted,short,11_low_inanim,deal,out,147,5
2776,anim,shifted,long,7_low_anim,see,off,67,4
2777,inanim,unshifted,long,16_high_inanim,flesh,out,135,1
2778,anim,unshifted,long,5_low_anim,laugh,down,71,1
2779,anim,shifted,short,5_high_anim,scare,away,137,5
2780,anim,unshifted,short,13_high_anim,rip,off,74,5
2781,inanim,unshifted,long,7_low_inanim,move,in,76,3
2782,inanim,unshifted,long,5_high_inanim,squirrel,away,77,1
2783,inanim,unshifted,long,9_low_inanim,read,off,78,3
2784,inanim,unshifted,long,11_low_inanim,deal,out,79,2
2785,anim,shifted,long,9_low_anim,lead,on,80,3
2786,inanim,unshifted,long,5_low_inanim,argue,down,138,4
2787,anim,shifted,short,10_high_anim,rein,in,81,4
2788,inanim,unshifted,short,14_high_inanim,stave,off,82,2
2789,inanim,unshifted,long,5_high_inanim,squirrel,away,139,3
2790,inanim,unshifted,short,10_low_inanim,have,on,84,5
2791,anim,unshifted,short,5_high_anim,scare,away,87,5
2792,inanim,unshifted,short,5_low_inanim,argue,down,90,4
2793,inanim,shifted,long,5_high_inanim,squirrel,away,91,5
2794,inanim,shifted,short,14_high_inanim,stave,off,92,5
2795,anim,unshifted,short,7_low_anim,see,off,93,5
2796,anim,shifted,short,18_high_anim,pep,up,94,4
2797,inanim,unshifted,short,7_low_inanim,move,in,96,5
2798,inanim,shifted,short,4_low_inanim,force,back,143,2
2799,anim,unshifted,long,5_low_anim,laugh,down,144,1
2800,anim,unshifted,long,10_high_anim,rein,in,145,1
2801,anim,shifted,long,8_high_anim,bog,down,98,4
2802,anim,shifted,long,13_high_anim,rip,off,153,5
2803,inanim,unshifted,short,20_high_inanim,divvy,up,100,4
2804,anim,unshifted,short,10_low_anim,show,out,105,5
2805,inanim,unshifted,short,9_high_inanim,wolf,down,1,5
2806,anim,unshifted,long,10_low_anim,show,out,107,2
2807,inanim,unshifted,long,11_low_inanim,deal,out,108,3
2808,anim,unshifted,long,14_high_anim,egg,on,109,2
2809,anim,shifted,short,3_low_anim,send,away,110,5
2810,anim,unshifted,long,13_high_anim,rip,off,12,2
2811,anim,shifted,short,10_high_anim,rein,in,111,5
2812,inanim,unshifted,short,5_low_inanim,argue,down,14,3
2813,anim,unshifted,short,13_high_anim,rip,off,150,5
2814,inanim,shifted,short,5_low_inanim,argue,down,16,2
2815,anim,unshifted,long,14_high_anim,egg,on,113,2
2816,inanim,shifted,short,20_high_inanim,divvy,up,18,5
2817,anim,unshifted,long,6_high_anim,bring,back,114,5
2818,anim,unshifted,short,14_high_anim,egg,on,151,5
2819,inanim,unshifted,short,14_high_inanim,stave,off,19,4
2820,anim,shifted,long,8_high_anim,bog,down,21,5
2821,anim,shifted,long,18_high_anim,pep,up,152,2
2822,inanim,shifted,long,13_high_inanim,factor,in,25,5
2823,inanim,unshifted,short,10_low_inanim,have,on,117,5
2824,inanim,shifted,short,7_high_inanim,scale,back,118,4
2825,inanim,unshifted,short,9_high_inanim,wolf,down,32,5
2826,anim,shifted,short,6_low_anim,do,in,119,4
2827,anim,unshifted,short,13_low_anim,talk,up,34,2
2828,inanim,unshifted,long,15_high_inanim,pass,on,35,1
2829,inanim,unshifted,short,13_high_inanim,factor,in,36,5
2830,anim,unshifted,short,18_high_anim,pep,up,120,4
2831,anim,shifted,short,7_low_anim,see,off,121,4
2832,anim,unshifted,long,18_high_anim,pep,up,122,2
2833,inanim,shifted,long,9_low_inanim,read,off,39,5
2834,anim,shifted,long,4_low_anim,drive,back,40,4
2835,inanim,shifted,short,16_high_inanim,flesh,out,41,5
2836,inanim,shifted,short,11_low_inanim,deal,out,42,5
2837,anim,unshifted,short,15_high_anim,bail,out,43,5
2838,inanim,shifted,long,15_high_inanim,pass,on,146,5
2839,inanim,unshifted,short,5_low_inanim,argue,down,46,4
2840,anim,shifted,short,10_low_anim,show,out,47,4
2841,anim,shifted,short,6_high_anim,bring,back,52,5
2842,inanim,unshifted,short,7_high_inanim,scale,back,53,5
2843,anim,unshifted,long,15_high_anim,bail,out,148,1
2844,anim,unshifted,short,15_high_anim,bail,out,55,5
2845,inanim,unshifted,short,15_high_inanim,pass,on,56,4
2846,inanim,unshifted,long,20_high_inanim,divvy,up,57,1
2847,anim,shifted,short,13_high_anim,rip,off,58,5
2848,inanim,shifted,short,13_high_inanim,factor,in,59,5
2849,anim,unshifted,long,3_low_anim,send,away,60,2
2850,anim,shifted,short,9_low_anim,lead,on,63,2
2851,inanim,shifted,short,5_low_inanim,argue,down,64,5
2852,inanim,unshifted,short,11_low_inanim,deal,out,65,4
2853,anim,unshifted,long,6_high_anim,bring,back,147,2
2854,anim,shifted,long,6_high_anim,bring,back,67,3
2855,inanim,unshifted,long,9_high_inanim,wolf,down,70,2
2856,anim,shifted,short,8_high_anim,bog,down,71,3
2857,anim,unshifted,long,6_high_anim,bring,back,136,2
2858,inanim,unshifted,long,10_low_inanim,have,on,73,4
2859,anim,shifted,long,15_high_anim,bail,out,138,5
2860,anim,unshifted,long,7_low_anim,see,off,140,2
2861,anim,unshifted,short,6_low_anim,do,in,87,1
2862,inanim,unshifted,long,20_high_inanim,divvy,up,89,2
2863,inanim,unshifted,long,20_high_inanim,divvy,up,90,5
2864,anim,unshifted,short,18_high_anim,pep,up,91,5
2865,inanim,unshifted,short,7_high_inanim,scale,back,93,5
2866,inanim,shifted,long,9_low_inanim,read,off,94,3
2867,anim,unshifted,long,5_high_anim,scare,away,96,2
2868,anim,unshifted,short,15_high_anim,bail,out,142,5
2869,anim,unshifted,short,3_low_anim,send,away,143,5
2870,anim,shifted,short,4_low_anim,drive,back,99,5
2871,anim,unshifted,long,4_low_anim,drive,back,102,2
2872,anim,shifted,long,13_low_anim,talk,up,103,4
2873,inanim,shifted,short,14_low_inanim,buy,up,105,5
2874,inanim,shifted,long,4_low_inanim,force,back,106,5
2875,anim,shifted,short,9_low_anim,lead,on,3,4
2876,anim,shifted,short,5_low_anim,laugh,down,108,2
2877,anim,unshifted,long,9_low_anim,lead,on,5,1
2878,anim,shifted,long,14_high_anim,egg,on,6,4
2879,inanim,shifted,short,14_low_inanim,buy,up,7,3
2880,inanim,unshifted,short,10_low_inanim,have,on,8,4
2881,inanim,unshifted,long,9_low_inanim,read,off,9,3
2882,inanim,shifted,short,7_high_inanim,scale,back,110,5
2883,inanim,unshifted,short,7_low_inanim,move,in,12,5
2884,inanim,unshifted,long,20_high_inanim,divvy,up,14,4
2885,anim,unshifted,long,9_low_anim,lead,on,112,4
2886,inanim,shifted,short,5_high_inanim,squirrel,away,113,5
2887,inanim,shifted,short,11_low_inanim,deal,out,17,5
2888,anim,shifted,short,13_low_anim,talk,up,114,5
2889,inanim,unshifted,short,15_high_inanim,pass,on,151,5
2890,anim,shifted,short,10_low_anim,show,out,115,5
2891,anim,shifted,short,9_low_anim,lead,on,156,3
2892,inanim,unshifted,short,11_low_inanim,deal,out,19,4
2893,anim,shifted,short,5_high_anim,scare,away,23,5
2894,inanim,shifted,long,5_high_inanim,squirrel,away,27,2
2895,anim,shifted,long,10_high_anim,rein,in,28,4
2896,anim,shifted,short,9_low_anim,lead,on,31,3
2897,inanim,unshifted,short,4_low_inanim,force,back,154,5
2898,inanim,shifted,long,7_high_inanim,scale,back,33,5
2899,inanim,shifted,long,7_low_inanim,move,in,34,3
2900,inanim,shifted,short,14_low_inanim,buy,up,36,5
2901,inanim,unshifted,short,20_high_inanim,divvy,up,121,5
2902,anim,shifted,long,15_high_anim,bail,out,39,5
2903,anim,shifted,short,3_low_anim,send,away,123,4
2904,anim,unshifted,short,5_high_anim,scare,away,41,5
2905,anim,shifted,short,6_low_anim,do,in,42,3
2906,anim,unshifted,short,3_low_anim,send,away,44,5
2907,inanim,shifted,long,9_high_inanim,wolf,down,45,5
2908,inanim,shifted,long,10_low_inanim,have,on,126,4
2909,inanim,unshifted,long,20_high_inanim,divvy,up,127,3
2910,anim,unshifted,long,15_high_anim,bail,out,48,5
2911,inanim,shifted,short,9_high_inanim,wolf,down,49,5
2912,inanim,unshifted,short,3_low_inanim,wish,away,50,4
2913,anim,shifted,short,6_low_anim,do,in,51,4
2914,anim,unshifted,short,10_high_anim,rein,in,54,2
2915,inanim,shifted,short,7_low_inanim,move,in,148,2
2916,anim,unshifted,long,5_high_anim,scare,away,61,2
2917,anim,shifted,long,10_high_anim,rein,in,64,4
2918,anim,shifted,long,9_low_anim,lead,on,134,2
2919,inanim,unshifted,short,9_high_inanim,wolf,down,147,5
2920,inanim,shifted,long,9_low_inanim,read,off,66,4
2921,inanim,shifted,short,16_high_inanim,flesh,out,67,5
2922,inanim,unshifted,short,5_low_inanim,argue,down,69,4
2923,inanim,shifted,short,7_low_inanim,move,in,70,2
2924,inanim,unshifted,long,20_high_inanim,divvy,up,71,2
2925,anim,shifted,short,6_low_anim,do,in,72,5
2926,inanim,shifted,short,5_high_inanim,squirrel,away,137,5
2927,inanim,shifted,short,5_high_inanim,squirrel,away,76,5
2928,inanim,unshifted,short,7_low_inanim,move,in,77,4
2929,anim,unshifted,short,10_high_anim,rein,in,78,5
2930,inanim,unshifted,short,15_high_inanim,pass,on,80,2
2931,inanim,shifted,short,13_high_inanim,factor,in,138,5
2932,anim,unshifted,short,13_low_anim,talk,up,82,4
2933,anim,unshifted,long,5_high_anim,scare,away,83,3
2934,inanim,shifted,long,5_high_inanim,squirrel,away,84,4
2935,inanim,shifted,long,14_low_inanim,buy,up,88,3
2936,inanim,unshifted,short,11_low_inanim,deal,out,89,4
2937,inanim,shifted,short,14_low_inanim,buy,up,91,5
2938,anim,unshifted,long,14_high_anim,egg,on,92,2
2939,anim,unshifted,short,8_high_anim,bog,down,141,5
2940,anim,unshifted,short,3_low_anim,send,away,94,4
2941,inanim,unshifted,short,9_high_inanim,wolf,down,142,5
2942,inanim,shifted,long,9_high_inanim,wolf,down,143,5
2943,inanim,shifted,long,14_low_inanim,buy,up,97,4
2944,inanim,unshifted,short,7_high_inanim,scale,back,98,5
2945,inanim,unshifted,short,4_low_inanim,force,back,104,5
2946,anim,unshifted,long,14_high_anim,egg,on,106,2
2947,anim,unshifted,short,8_high_anim,bog,down,1,5
2948,inanim,unshifted,short,5_low_inanim,argue,down,3,4
2949,anim,shifted,long,8_high_anim,bog,down,4,4
2950,anim,unshifted,long,13_high_anim,rip,off,108,2
2951,inanim,shifted,long,5_high_inanim,squirrel,away,5,4
2952,anim,unshifted,short,18_high_anim,pep,up,8,4
2953,anim,unshifted,long,9_low_anim,lead,on,9,1
2954,anim,shifted,long,4_low_anim,drive,back,111,4
2955,anim,unshifted,long,3_low_anim,send,away,13,4
2956,inanim,shifted,long,5_low_inanim,argue,down,112,5
2957,inanim,unshifted,short,11_low_inanim,deal,out,150,4
2958,inanim,unshifted,long,5_low_inanim,argue,down,151,2
2959,inanim,unshifted,short,7_low_inanim,move,in,22,5
2960,inanim,unshifted,long,14_high_inanim,stave,off,24,3
2961,inanim,unshifted,short,9_high_inanim,wolf,down,152,2
2962,inanim,unshifted,long,20_high_inanim,divvy,up,26,5
2963,anim,shifted,long,5_high_anim,scare,away,116,5
2964,anim,unshifted,short,5_low_anim,laugh,down,117,1
2965,anim,unshifted,long,10_high_anim,rein,in,29,2
2966,anim,shifted,long,13_low_anim,talk,up,118,3
2967,anim,unshifted,long,14_high_anim,egg,on,30,1
2968,inanim,unshifted,long,4_low_inanim,force,back,33,5
2969,inanim,shifted,long,10_low_inanim,have,on,35,5
2970,inanim,unshifted,short,4_low_inanim,force,back,120,3
2971,anim,shifted,short,15_high_anim,bail,out,38,5
2972,anim,shifted,short,10_high_anim,rein,in,40,5
2973,anim,unshifted,long,5_low_anim,laugh,down,41,1
2974,anim,shifted,short,10_high_anim,rein,in,45,5
2975,anim,shifted,short,8_high_anim,bog,down,46,5
2976,inanim,unshifted,long,7_high_inanim,scale,back,126,2
2977,anim,unshifted,short,13_high_anim,rip,off,127,5
2978,inanim,unshifted,short,16_high_inanim,flesh,out,50,3
2979,inanim,shifted,short,9_low_inanim,read,off,128,5
2980,inanim,shifted,long,4_low_inanim,force,back,51,5
2981,anim,shifted,short,3_low_anim,send,away,52,5
2982,inanim,shifted,long,5_low_inanim,argue,down,54,5
2983,inanim,shifted,short,14_high_inanim,stave,off,55,4
2984,inanim,shifted,long,10_low_inanim,have,on,129,5
2985,anim,shifted,long,8_high_anim,bog,down,56,4
2986,anim,unshifted,short,6_low_anim,do,in,130,4
2987,inanim,unshifted,short,5_low_inanim,argue,down,57,2
2988,inanim,unshifted,short,9_high_inanim,wolf,down,58,5
2989,anim,shifted,short,5_low_anim,laugh,down,59,2
2990,inanim,unshifted,short,9_low_inanim,read,off,60,5
2991,anim,shifted,short,18_high_anim,pep,up,131,5
2992,inanim,unshifted,long,9_low_inanim,read,off,132,4
2993,inanim,shifted,long,7_high_inanim,scale,back,65,5
2994,inanim,shifted,short,13_high_inanim,factor,in,134,5
2995,inanim,unshifted,long,14_low_inanim,buy,up,147,2
2996,anim,shifted,short,7_low_anim,see,off,70,4
2997,inanim,unshifted,long,7_low_inanim,move,in,136,2
2998,inanim,unshifted,long,13_high_inanim,factor,in,73,4
2999,anim,unshifted,short,5_high_anim,scare,away,74,5
3000,inanim,shifted,long,4_low_inanim,force,back,75,2
3001,anim,shifted,short,3_low_anim,send,away,78,5
3002,anim,shifted,short,10_high_anim,rein,in,79,4
3003,inanim,shifted,long,3_low_inanim,wish,away,81,4
3004,inanim,shifted,short,10_low_inanim,have,on,83,5
3005,anim,shifted,short,6_high_anim,bring,back,84,4
3006,anim,unshifted,long,4_low_anim,drive,back,85,1
3007,inanim,unshifted,short,9_low_inanim,read,off,140,5
3008,inanim,unshifted,short,16_high_inanim,flesh,out,86,2
3009,anim,unshifted,long,10_high_anim,rein,in,87,2
3010,anim,unshifted,long,10_low_anim,show,out,88,2
3011,anim,shifted,short,8_high_anim,bog,down,90,5
3012,inanim,unshifted,long,14_low_inanim,buy,up,92,2
3013,inanim,unshifted,long,5_low_inanim,argue,down,93,4
3014,anim,unshifted,short,6_high_anim,bring,back,143,5
3015,anim,unshifted,short,6_low_anim,do,in,144,4
3016,anim,shifted,long,7_low_anim,see,off,145,2
3017,anim,unshifted,long,10_high_anim,rein,in,97,2
3018,anim,shifted,short,18_high_anim,pep,up,149,5
3019,anim,shifted,short,6_high_anim,bring,back,153,4
3020,inanim,unshifted,long,3_low_inanim,wish,away,102,2
3021,inanim,shifted,long,5_low_inanim,argue,down,103,4
3022,anim,shifted,long,13_low_anim,talk,up,105,5
3023,anim,unshifted,long,7_low_anim,see,off,1,2
3024,inanim,unshifted,long,10_low_inanim,have,on,107,2
3025,inanim,unshifted,long,9_low_inanim,read,off,5,3
3026,inanim,unshifted,short,9_high_inanim,wolf,down,109,5
3027,anim,unshifted,short,10_low_anim,show,out,8,5
3028,anim,shifted,short,7_low_anim,see,off,110,5
3029,inanim,unshifted,long,14_low_inanim,buy,up,11,4
3030,inanim,unshifted,long,5_low_inanim,argue,down,111,2
3031,anim,shifted,short,4_low_anim,drive,back,14,4
3032,anim,shifted,long,5_high_anim,scare,away,112,5
3033,anim,shifted,short,4_low_anim,drive,back,150,4
3034,anim,unshifted,short,4_low_anim,drive,back,16,3
3035,anim,shifted,long,5_low_anim,laugh,down,113,4
3036,anim,unshifted,long,14_high_anim,egg,on,114,5
3037,anim,unshifted,long,13_high_anim,rip,off,115,3
3038,anim,shifted,short,8_high_anim,bog,down,156,4
3039,inanim,unshifted,long,13_high_inanim,factor,in,19,4
3040,inanim,unshifted,short,20_high_inanim,divvy,up,20,5
3041,inanim,unshifted,long,5_low_inanim,argue,down,21,1
3042,inanim,unshifted,long,15_high_inanim,pass,on,23,5
3043,inanim,unshifted,long,7_high_inanim,scale,back,25,5
3044,anim,unshifted,short,5_high_anim,scare,away,26,5
3045,inanim,unshifted,long,9_high_inanim,wolf,down,116,4
3046,inanim,shifted,long,5_low_inanim,argue,down,117,4
3047,anim,unshifted,long,3_low_anim,send,away,28,2
3048,inanim,shifted,short,16_high_inanim,flesh,out,29,5
3049,inanim,unshifted,short,13_high_inanim,factor,in,118,3
3050,inanim,unshifted,long,7_low_inanim,move,in,32,4
